vid,id,name,name_en,external_uri,weight,parent
temporal_subjects,HES-001482,období popelnicových polí,Urnfield Period,http://vocab.getty.edu/aat/300019362,730,
temporal_subjects,HES-000400,neolit–eneolit,Neolithic–Eneolithic,http://vocab.getty.edu/aat/300019332,600,
temporal_subjects,HES-000403,doba bronzová–halštatská,Bronze Age–Hallstatt Period,http://vocab.getty.edu/aat/300019279,900,
temporal_subjects,HES-001486,HaD–LtA,HaD–LtA,http://vocab.getty.edu/aat/300019279,820,
temporal_subjects,HES-000409,doba římská–stěhování národů,Roman–Migration Period,http://vocab.getty.edu/aat/300019279,1500,
temporal_subjects,HES-000407,doba laténská–římská,La Tène–Roman Period,http://vocab.getty.edu/aat/300019279,1300,
temporal_subjects,HES-000405,doba halštatská–laténská,Hallstatt–La Tène Period,http://vocab.getty.edu/aat/300019279,1100,
temporal_subjects,HES-001483,mladší doba bronzová,Late Bronze Age,http://vocab.getty.edu/aat/300019278,740,
temporal_subjects,HES-001484,pozdní doba bronzová,Final Bronze Age,http://vocab.getty.edu/aat/300019278,750,
temporal_subjects,HES-001481,střední doba bronzová,Middle Bronze Age,http://vocab.getty.edu/aat/300019277,720,
temporal_subjects,HES-001480,starší doba bronzová,Early Bronze Age,http://vocab.getty.edu/aat/300019276,710,
temporal_subjects,HES-000401,doba bronzová,Bronze Age,http://vocab.getty.edu/aat/300019275,700,
temporal_subjects,HES-001474,střední–mladší neolit,Middle–Late Neolithic,http://vocab.getty.edu/aat/300019272,420,
temporal_subjects,HES-001473,starší neolit,Early Neolithic,http://vocab.getty.edu/aat/300019270,410,
temporal_subjects,HES-000398,neolit,Neolithic,http://vocab.getty.edu/aat/300019267,400,
temporal_subjects,HES-000396,mezolit,Mesolithic,http://vocab.getty.edu/aat/300019264,200,
temporal_subjects,HES-001467,mladší paleolit,Upper Palaeolithic,http://vocab.getty.edu/aat/300019262,130,
temporal_subjects,HES-001464,střední paleolit,Middle Palaeolithic,http://vocab.getty.edu/aat/300019261,120,
temporal_subjects,HES-001463,starší paleolit,Lower Palaeolithic,http://vocab.getty.edu/aat/300019260,110,
temporal_subjects,HES-000395,paleolit,Palaeolithic,http://vocab.getty.edu/aat/300019258,100,
temporal_subjects,HES-000277,rané středohradištní období,Early Middle Hillfort Period,http://vocab.getty.edu/aat/300020764,1841,HES-001471
temporal_subjects,HES-000301,raný středověk 2,Early Middle Ages 2,http://vocab.getty.edu/aat/300020760,1830,HES-000412
temporal_subjects,HES-000283,magdalénien,Magdalenian,http://vocab.getty.edu/aat/300019305,136,HES-001467
temporal_subjects,HES-000363,kultura s moravskou malovanou keramikou 2,Moravian Painted Ware Culture 2,http://vocab.getty.edu/aat/300106751,511,HES-001475
temporal_subjects,HES-000377,billendorfská kultura (HaC),Billendorf Culture (HaC),http://vocab.getty.edu/aat/300019368,811,HES-001485
temporal_subjects,HES-000299,nynická kultura,Nynice Culture,http://vocab.getty.edu/aat/300019278,756,HES-001484
temporal_subjects,HES-000309,HaD–LtA,HaD–LtA,http://vocab.getty.edu/aat/300019279,820,HES-001486
temporal_subjects,HES-000286,časný eneolit,Proto-Eneolithic,http://vocab.getty.edu/aat/300106751,510,HES-001475
temporal_subjects,HES-000346,doba římská–stěhování národů,Roman–Migration Period,http://vocab.getty.edu/aat/300019279,1500,HES-000409
temporal_subjects,HES-000271,pozdní středověk,Late Middle Ages,http://vocab.getty.edu/aat/300111307,1920,HES-000413
temporal_subjects,HES-000328,vrcholný středověk,High Middle Ages,http://vocab.getty.edu/aat/300111307,1910,HES-000413
temporal_subjects,HES-000384,doba bronzová–halštatská,Bronze Age–Hallstatt Period,http://vocab.getty.edu/aat/300019279,900,HES-000403
temporal_subjects,HES-000379,raný středověk 3,Early Middle Ages 3,http://vocab.getty.edu/aat/300020764,1840,HES-001471
